Entry	Entry name	Protein names	Gene names	Gene names  (primary )
Q9UHJ9	PGAP2_HUMAN	Post-GPI attachment to proteins factor 2 (FGF receptor-activating protein 1)	PGAP2 FRAG1	PGAP2
Q13951	PEBB_HUMAN	Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	CBFB	CBFB
Q96KN8	PLAT5_HUMAN	Phospholipase A and acyltransferase 5 (Ca(2+)-independent N-acyltransferase) (iNAT) (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (H-rev107-like protein 5) (HRAS-like suppressor 5) (HRSL5)	PLAAT5 HRASLS5 HRLP5	PLAAT5
Q9HCM2	PLXA4_HUMAN	Plexin-A4	PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003	PLXNA4
Q96C90	PP14B_HUMAN	Protein phosphatase 1 regulatory subunit 14B (Phospholipase C-beta-3 neighbouring gene protein)	PPP1R14B PLCB3N PNG	PPP1R14B
P16050	LOX15_HUMAN	Polyunsaturated fatty acid lipoxygenase ALOX15 (12/15-lipoxygenase) (Arachidonate 12-lipoxygenase, leukocyte-type) (12-LOX) (EC 1.13.11.31) (Arachidonate 15-lipoxygenase) (15-LOX) (15-LOX-1) (EC 1.13.11.33) (Arachidonate omega-6 lipoxygenase) (Hepoxilin A3 synthase Alox15) (EC 1.13.11.-) (Linoleate 13S-lipoxygenase) (EC 1.13.11.12)	ALOX15 LOG15	ALOX15
P09917	LOX5_HUMAN	Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34)	ALOX5 LOG5	ALOX5
Q99677	LPAR4_HUMAN	Lysophosphatidic acid receptor 4 (LPA receptor 4) (LPA-4) (G-protein coupled receptor 23) (P2Y purinoceptor 9) (P2Y9) (P2Y5-like receptor) (Purinergic receptor 9)	LPAR4 GPR23 LPA4 P2RY9	LPAR4
Q9BWQ8	LFG2_HUMAN	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35) (Transmembrane BAX inhibitor motif-containing protein 2)	FAIM2 KIAA0950 LFG LFG2 NMP35 TMBIM2	FAIM2
Q5W064	LIPJ_HUMAN	Lipase member J (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 1)	LIPJ LIPL1	LIPJ
Q8IWU2	LMTK2_HUMAN	Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2)	LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2	LMTK2
Q9BUA6	MYL10_HUMAN	Myosin regulatory light chain 10 (Myosin light chain 2, lymphocyte-specific) (Precursor lymphocyte-specific regulatory light chain)	MYL10 MYLC2PL PLRLC	MYL10
Q9UL68	MYT1L_HUMAN	Myelin transcription factor 1-like protein (MyT1-L) (MyT1L)	MYT1L KIAA1106	MYT1L
Q9NQX4	MYO5C_HUMAN	Unconventional myosin-Vc	MYO5C	MYO5C
Q8N8X9	MB213_HUMAN	Protein mab-21-like 3	MAB21L3 C1orf161	MAB21L3
Q96EZ8	MCRS1_HUMAN	Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)	MCRS1 INO80Q MSP58	MCRS1
Q9Y5Y7	LYVE1_HUMAN	Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE-1) (Cell surface retention sequence-binding protein 1) (CRSBP-1) (Extracellular link domain-containing protein 1) (Hyaluronic acid receptor)	LYVE1 CRSBP1 HAR XLKD1 UNQ230/PRO263	LYVE1
Q969V1	MCHR2_HUMAN	Melanin-concentrating hormone receptor 2 (MCH receptor 2) (MCH-R2) (MCHR-2) (G-protein coupled receptor 145) (GPRv17) (MCH-2R) (MCH2) (MCH2R)	MCHR2 GPR145 SLT	MCHR2
Q8N8R3	MCATL_HUMAN	Mitochondrial basic amino acids transporter (Carnitine/acylcarnitine translocase-like) (CACT-like) (Mitochondrial carnitine/acylcarnitine carrier protein CACL) (Mitochondrial ornithine transporter 3) (Solute carrier family 25 member 29)	SLC25A29 C14orf69 ORNT3	SLC25A29
Q96T17	MA7D2_HUMAN	MAP7 domain-containing protein 2	MAP7D2	MAP7D2
Q9UKN1	MUC12_HUMAN	Mucin-12 (MUC-12) (Mucin-11) (MUC-11)	MUC12 MUC11	MUC12
Q9HC84	MUC5B_HUMAN	Mucin-5B (MUC-5B) (Cervical mucin) (High molecular weight salivary mucin MG1) (Mucin-5 subtype B, tracheobronchial) (Sublingual gland mucin)	MUC5B MUC5	MUC5B
Q9UBK8	MTRR_HUMAN	Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase) (EC 1.16.1.-)	MTRR	MTRR
P52961	NAR1_HUMAN	GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 1) (ARTC1) (Mono(ADP-ribosyl)transferase 1) (CD antigen CD296)	ART1	ART1
P0C2Y1	NBPF7_HUMAN	Putative neuroblastoma breakpoint family member 7	NBPF7	NBPF7
O76036	NCTR1_HUMAN	Natural cytotoxicity triggering receptor 1 (Lymphocyte antigen 94 homolog) (NK cell-activating receptor) (Natural killer cell p46-related protein) (NK-p46) (NKp46) (hNKp46) (CD antigen CD335)	NCR1 LY94	NCR1
A8MQ27	NEU1B_HUMAN	E3 ubiquitin-protein ligase NEURL1B (EC 2.3.2.27) (Neuralized-2) (NEUR2) (Neuralized-like protein 1B) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL1B)	NEURL1B NEURL3	NEURL1B
Q96TA1	NIBA2_HUMAN	Protein Niban 2 (Meg-3) (Melanoma invasion by ERK) (MINERVA) (Niban-like protein 1) (Protein FAM129B)	NIBAN2 C9orf88 FAM129B	NIBAN2
P61583	NP5_HUMAN	Endogenous retrovirus group K member 5 Np9 protein (Endogenous retrovirus K protein 5) (HERV-K(II) Np9 protein) (HERV-K_3q12.3 provirus Np9 protein)	ERVK-5 ERVK5	ERVK-5
P58180	OR4D2_HUMAN	Olfactory receptor 4D2 (B-lymphocyte membrane protein BC2009) (Olfactory receptor OR17-24)	OR4D2	OR4D2
Q96R72	OR4K3_HUMAN	Olfactory receptor 4K3 (Olfactory receptor OR14-14)	OR4K3 OR4K3P	OR4K3
Q8NGR4	OR5C1_HUMAN	Olfactory receptor 5C1 (Olfactory receptor 5C2) (Olfactory receptor 9-F) (OR9-F)	OR5C1 OR5C2P	OR5C1
Q8NG80	OR2L5_HUMAN	Olfactory receptor 2L5 (Olfactory receptor 2L11) (Olfactory receptor OR1-53)	OR2L5 OR2L11	OR2L5
P47883	OR3A4_HUMAN	Putative olfactory receptor 3A4 (Olfactory receptor 17-24) (OR17-24) (Olfactory receptor 3A5)	OR3A4P OR3A4 OR3A5P	OR3A4P
Q9H488	OFUT1_HUMAN	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	POFUT1 FUT12 KIAA0180	POFUT1
A6NF01	P121B_HUMAN	Putative nuclear envelope pore membrane protein POM 121B	POM121B	POM121B
P32242	OTX1_HUMAN	Homeobox protein OTX1 (Orthodenticle homolog 1)	OTX1	OTX1
Q969Q6	P2R3C_HUMAN	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma (Protein phosphatase subunit G5PR) (Rhabdomyosarcoma antigen MU-RMS-40.6A/6C)	PPP2R3C C14orf10 G5PR	PPP2R3C
P0C628	O5AC1_HUMAN	Olfactory receptor 5AC1 (Olfactory receptor OR3-2)	OR5AC1 OR5AC1P	OR5AC1
A0A096LPK9	ORN4C_HUMAN	Olfactory receptor 4N4C	OR4N4C	OR4N4C
Q8NGJ2	O52H1_HUMAN	Olfactory receptor 52H1 (Olfactory receptor OR11-45)	OR52H1	OR52H1
Q9BQT8	ODC_HUMAN	Mitochondrial 2-oxodicarboxylate carrier (Solute carrier family 25 member 21)	SLC25A21 ODC	SLC25A21
O00398	P2Y10_HUMAN	Putative P2Y purinoceptor 10 (P2Y10) (P2Y-like receptor)	P2RY10	P2RY10
Q53FV1	ORML2_HUMAN	ORM1-like protein 2 (Adoplin-2)	ORMDL2 HSPC160 MSTP095	ORMDL2
Q9NRC9	OTOR_HUMAN	Otoraplin (Fibrocyte-derived protein) (Melanoma inhibitory activity-like protein)	OTOR FDP MIAL UNQ3054/PRO9873	OTOR
Q32P28	P3H1_HUMAN	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1)	P3H1 GROS1 LEPRE1 PSEC0109	P3H1
Q8NGG0	OR8J3_HUMAN	Olfactory receptor 8J3 (Olfactory receptor OR11-173)	OR8J3	OR8J3
P0C7N5	OR8U9_HUMAN	Olfactory receptor 8U9	OR8U9	OR8U9
Q8NGE7	OR9K2_HUMAN	Olfactory receptor 9K2 (Olfactory receptor OR12-2)	OR9K2	OR9K2
P28074	PSB5_HUMAN	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X)	PSMB5 LMPX MB1 X	PSMB5
Q8NGD3	OR4K5_HUMAN	Olfactory receptor 4K5 (Olfactory receptor OR14-16)	OR4K5	OR4K5
Q68BL7	OLM2A_HUMAN	Olfactomedin-like protein 2A (Photomedin-1)	OLFML2A UNQ9394/PRO34319	OLFML2A
P36957	ODO2_HUMAN	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	DLST DLTS	DLST
Q7RTU3	OLIG3_HUMAN	Oligodendrocyte transcription factor 3 (Oligo3) (Class B basic helix-loop-helix protein 7) (bHLHb7) (Class E basic helix-loop-helix protein 20) (bHLHe20)	OLIG3 BHLHB7 BHLHE20	OLIG3
Q9NY56	OBP2A_HUMAN	Odorant-binding protein 2a (Odorant-binding protein IIa) (OBPIIa)	OBP2A	OBP2A
Q9BZK8	OCR1_HUMAN	Ovarian cancer-related protein 1	OCR1	OCR1
P48539	PCP4_HUMAN	Calmodulin regulator protein PCP4 (Brain-specific polypeptide PEP-19) (Purkinje cell protein 4)	PCP4 PEP19	PCP4
Q9NPF4	OSGEP_HUMAN	Probable tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase) (hOSGEP) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein OSGEP) (tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP)	OSGEP GCPL1	OSGEP
Q9UJX0	OSGI1_HUMAN	Oxidative stress-induced growth inhibitor 1 (Bone marrow stromal cell-derived growth inhibitor) (BMSC-derived growth inhibitor) (Ovary, kidney and liver protein 38) (huOKL38) (Pregnancy-induced growth inhibitor OKL38)	OSGIN1 BDGI OKL38	OSGIN1
Q9UKG9	OCTC_HUMAN	Peroxisomal carnitine O-octanoyltransferase (COT) (EC 2.3.1.137)	CROT COT	CROT
O75459	PAGE1_HUMAN	P antigen family member 1 (PAGE-1) (AL5) (G antigen 9) (GAGE-9) (G antigen family B member 1) (Prostate-associated gene 1 protein)	PAGE1 GAGE9 GAGEB1	PAGE1
P42785	PCP_HUMAN	Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)	PRCP PCP	PRCP
Q9Y5E5	PCDB4_HUMAN	Protocadherin beta-4 (PCDH-beta-4)	PCDHB4	PCDHB4
Q5JUK9	PAGE3_HUMAN	P antigen family member 3 (PAGE-3) (G antigen family D member 1) (Prostate-associated gene 3 protein)	PAGE3 GAGED1	PAGE3
Q9Y5F0	PCDBD_HUMAN	Protocadherin beta-13 (PCDH-beta-13)	PCDHB13 UNQ332/PRO531	PCDHB13
Q9Y5E2	PCDB7_HUMAN	Protocadherin beta-7 (PCDH-beta-7)	PCDHB7	PCDHB7
Q9Y5H3	PCDGA_HUMAN	Protocadherin gamma-A10 (PCDH-gamma-A10)	PCDHGA10	PCDHGA10
Q9Y5G0	PCDGH_HUMAN	Protocadherin gamma-B5 (PCDH-gamma-B5)	PCDHGB5	PCDHGB5
Q9NV39	PRR34_HUMAN	Proline-rich protein 34	PRR34 C22orf26	PRR34
Q9UN71	PCDGG_HUMAN	Protocadherin gamma-B4 (PCDH-gamma-B4) (Cadherin-20) (Fibroblast cadherin-2)	PCDHGB4 CDH20 FIB2	PCDHGB4
Q8NCC3	PAG15_HUMAN	Phospholipase A2 group XV (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (EC 3.1.1.5) (Lysophospholipase 3) (Lysosomal phospholipase A and acyltransferase) (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Lysosomal phospholipase A2) (LPLA2)	PLA2G15 LYPLA3 UNQ341/PRO540	PLA2G15
Q9HC56	PCDH9_HUMAN	Protocadherin-9	PCDH9	PCDH9
P50479	PDLI4_HUMAN	PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)	PDLIM4 RIL	PDLIM4
Q9NR12	PDLI7_HUMAN	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	PDLIM7 ENIGMA	PDLIM7
Q5JVF3	PCID2_HUMAN	PCI domain-containing protein 2 (CSN12-like protein)	PCID2 HT004	PCID2
Q9NPB6	PAR6A_HUMAN	Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A) (PAR6C) (Tax interaction protein 40) (TIP-40)	PARD6A PAR6A	PARD6A
P51160	PDE6C_HUMAN	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (EC 3.1.4.35) (cGMP phosphodiesterase 6C)	PDE6C PDEA2	PDE6C
Q86TB9	PATL1_HUMAN	Protein PAT1 homolog 1 (PAT1-like protein 1) (Protein PAT1 homolog b) (Pat1b) (hPat1b)	PATL1 OK/KNS-cl.5	PATL1
P0C8F1	PATE4_HUMAN	Prostate and testis expressed protein 4 (PATE-like protein B) (PATE-B)	PATE4	PATE4
P0DN26	PAL4F_HUMAN	Peptidyl-prolyl cis-trans isomerase A-like 4F (PPIase A-like 4F) (EC 5.2.1.8)	PPIAL4F	PPIAL4F
Q9Y5J5	PHLA3_HUMAN	Pleckstrin homology-like domain family A member 3 (TDAG51/Ipl homolog 1)	PHLDA3 TIH1	PHLDA3
Q8TBF5	PIGX_HUMAN	Phosphatidylinositol-glycan biosynthesis class X protein (PIG-X)	PIGX	PIGX
P00439	PH4H_HUMAN	Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase)	PAH	PAH
Q9NRD5	PICK1_HUMAN	PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein)	PICK1 PRKCABP	PICK1
Q96KR7	PHAR3_HUMAN	Phosphatase and actin regulator 3 (Scaffold-associated PP1-inhibiting protein) (Scapinin)	PHACTR3 C20orf101 SCAPIN1	PHACTR3
Q8TC59	PIWL2_HUMAN	Piwi-like protein 2 (EC 3.1.26.-) (Cancer/testis antigen 80) (CT80)	PIWIL2 HILI	PIWIL2
P53816	PLAT3_HUMAN	Phospholipase A and acyltransferase 3 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Adipose-specific phospholipase A2) (AdPLA) (Group XVI phospholipase A1/A2) (H-rev 107 protein homolog) (H-REV107) (HREV107-1) (HRAS-like suppressor 1) (HRAS-like suppressor 3) (HRSL3) (HREV107-3) (Renal carcinoma antigen NY-REN-65)	PLAAT3 HRASLS3 HREV107 PLA2G16	PLAAT3
P01213	PDYN_HUMAN	Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin) [Cleaved into: Alpha-neoendorphin; Beta-neoendorphin; Big dynorphin (Big Dyn); Dynorphin A(1-17) (Dyn-A17) (Dynorphin A); Dynorphin A(1-13); Dynorphin A(1-8); Leu-enkephalin; Rimorphin (Dynorphin B) (Dyn-B) (Dynorphin B(1-13)); Leumorphin (Dynorphin B-29)]	PDYN	PDYN
Q12972	PP1R8_HUMAN	Nuclear inhibitor of protein phosphatase 1 (NIPP-1) (Protein phosphatase 1 regulatory inhibitor subunit 8) [Includes: Activator of RNA decay (EC 3.1.4.-) (ARD-1)]	PPP1R8 ARD1 NIPP1	PPP1R8
P63132	PO113_HUMAN	Endogenous retrovirus group K member 113 Pol protein (HERV-K113 Pol protein) (HERV-K_19p13.11 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]	HERVK_113	HERVK_113
Q86XI6	PPR3B_HUMAN	Protein phosphatase 1 regulatory subunit 3B (Hepatic glycogen-targeting protein phosphatase 1 regulatory subunit GL) (Protein phosphatase 1 regulatory subunit 4) (PP1 subunit R4) (Protein phosphatase 1 subunit GL) (PTG)	PPP1R3B PPP1R4	PPP1R3B
E7EU14	PP5D1_HUMAN	Protein PPP5D1 (PPP5 TPR repeat domain-containing protein 1)	PPP5D1	PPP5D1
Q6NWY9	PR40B_HUMAN	Pre-mRNA-processing factor 40 homolog B (Huntingtin yeast partner C) (Huntingtin-interacting protein C)	PRPF40B HYPC	PRPF40B
O60809	PRA10_HUMAN	PRAME family member 10	PRAMEF10	PRAMEF10
Q92786	PROX1_HUMAN	Prospero homeobox protein 1 (Homeobox prospero-like protein PROX1) (PROX-1)	PROX1	PROX1
Q96L91	EP400_HUMAN	E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)	EP400 CAGH32 KIAA1498 KIAA1818 TNRC12	EP400
Q96DE9	EOLA2_HUMAN	Protein EOLA2 (Protein CXorf40B)	EOLA2 CXorf40B	EOLA2
Q9Y5Y3	GPR45_HUMAN	Probable G-protein coupled receptor 45 (PSP24-1) (PSP24-alpha)	GPR45	GPR45
P36969	GPX4_HUMAN	Phospholipid hydroperoxide glutathione peroxidase (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4)	GPX4	GPX4
P08754	GNAI3_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha (G(i) alpha-3)	GNAI3	GNAI3
Q9UI32	GLSL_HUMAN	Glutaminase liver isoform, mitochondrial (GLS) (EC 3.5.1.2) (L-glutaminase) (L-glutamine amidohydrolase)	GLS2 GA	GLS2
A0A0U1RQI7	KLF18_HUMAN	Kruppel-like factor 18	KLF18	KLF18
Q4FZB7	KMT5B_HUMAN	Histone-lysine N-methyltransferase KMT5B (Lysine N-methyltransferase 5B) (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	KMT5B SUV420H1 CGI-85	KMT5B
Q9NSK0	KLC4_HUMAN	Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)	KLC4 KNSL8	KLC4
Q96M94	KLH15_HUMAN	Kelch-like protein 15	KLHL15 KIAA1677	KLHL15
Q96NJ5	KLH32_HUMAN	Kelch-like protein 32 (BTB and kelch domain-containing protein 5)	KLHL32 BKLHD5 KIAA1900	KLHL32
O00139	KIF2A_HUMAN	Kinesin-like protein KIF2A (Kinesin-2) (hK2)	KIF2A KIF2 KNS2	KIF2A
O15054	KDM6B_HUMAN	Lysine-specific demethylase 6B (EC 1.14.11.68) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B) ([histone H3]-trimethyl-L-lysine(27) demethylase 6B)	KDM6B JMJD3 KIAA0346	KDM6B
Q9H0H3	KLH25_HUMAN	Kelch-like protein 25 (Ectoderm-neural cortex protein 2) (ENC-2)	KLHL25 ENC2	KLHL25
Q7Z7F0	KHDC4_HUMAN	KH homology domain-containing protein 4 (Brings lots of money 7) (Pre-mRNA splicing factor protein KHDC4)	KHDC4 BLOM7 KIAA0907 SNORA80EHG	KHDC4
Q9HB15	KCNKC_HUMAN	Potassium channel subfamily K member 12 (Tandem pore domain halothane-inhibited potassium channel 2) (THIK-2)	KCNK12	KCNK12
A1A580	KR231_HUMAN	Keratin-associated protein 23-1	KRTAP23-1 KAP23.1	KRTAP23-1
Q9BYS1	KRA15_HUMAN	Keratin-associated protein 1-5 (High sulfur keratin-associated protein 1.5) (Keratin-associated protein 1.5)	KRTAP1-5 KAP1.5 KRTAP1.5	KRTAP1-5
Q9UJ90	KCNE5_HUMAN	Potassium voltage-gated channel subfamily E regulatory beta subunit 5 (AMME syndrome candidate gene 2 protein) (Potassium channel subunit beta MiRP4) (Potassium voltage-gated channel subfamily E member 1-like protein)	KCNE5 AMMECR2 KCNE1L	KCNE5
Q6UWW0	LCN15_HUMAN	Lipocalin-15	LCN15 UNQ2541/PRO6093	LCN15
Q9UQV4	LAMP3_HUMAN	Lysosome-associated membrane glycoprotein 3 (LAMP-3) (Lysosomal-associated membrane protein 3) (DC-lysosome-associated membrane glycoprotein) (DC LAMP) (Protein TSC403) (CD antigen CD208)	LAMP3 DCLAMP TSC403	LAMP3
Q15048	LRC14_HUMAN	Leucine-rich repeat-containing protein 14	LRRC14 KIAA0014	LRRC14
O60711	LPXN_HUMAN	Leupaxin	LPXN LDLP	LPXN
Q5JTD7	LRC73_HUMAN	Leucine-rich repeat-containing protein 73	LRRC73 C6orf154	LRRC73
A4QPB2	LRP5L_HUMAN	Low-density lipoprotein receptor-related protein 5-like protein (LRP-5-like)	LRP5L	LRP5L
P01714	LV319_HUMAN	Immunoglobulin lambda variable 3-19 (Ig lambda chain V-III region SH)	IGLV3-19	IGLV3-19
Q92686	NEUG_HUMAN	Neurogranin (Ng) (RC3) [Cleaved into: NEUG(55-78)]	NRGN	NRGN
Q3KNT7	NSN5B_HUMAN	Putative NOL1/NOP2/Sun domain family member 5B (EC 2.1.1.-) (Williams-Beuren syndrome chromosomal region 20B protein)	NSUN5P1 NSUN5B WBSCR20B	NSUN5P1
Q9NXE4	NSMA3_HUMAN	Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)	SMPD4 KIAA1418 SKNY	SMPD4
O14522	PTPRT_HUMAN	Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho)	PTPRT KIAA0283	PTPRT
P07988	PSPB_HUMAN	Pulmonary surfactant-associated protein B (SP-B) (18 kDa pulmonary-surfactant protein) (6 kDa protein) (Pulmonary surfactant-associated proteolipid SPL(Phe))	SFTPB SFTP3	SFTPB
P51148	RAB5C_HUMAN	Ras-related protein Rab-5C (L1880) (RAB5L)	RAB5C RABL	RAB5C
Q3MIT2	PUS10_HUMAN	tRNA pseudouridine synthase Pus10 (Hup10) (EC 5.4.99.25) (Coiled-coil domain-containing protein 139) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	PUS10 CCDC139 DOBI	PUS10
P57052	RBM11_HUMAN	Splicing regulator RBM11 (RNA-binding motif protein 11)	RBM11	RBM11
Q9BTD8	RBM42_HUMAN	RNA-binding protein 42 (RNA-binding motif protein 42)	RBM42	RBM42
B7ZAP0	RBG10_HUMAN	Rab GTPase-activating protein 1-like, isoform 10	RABGAP1L HHL KIAA0471	RABGAP1L
Q8NDT2	RB15B_HUMAN	Putative RNA-binding protein 15B (One-twenty two protein 3) (HsOTT3) (HuOTT3) (RNA-binding motif protein 15B)	RBM15B OTT3	RBM15B
A6NC62	RAKDN_HUMAN	Putative RBAK downstream neighbor protein	RBAKDN	RBAKDN
P62491	RB11A_HUMAN	Ras-related protein Rab-11A (Rab-11) (YL8)	RAB11A RAB11	RAB11A
Q09028	RBBP4_HUMAN	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	RBBP4 RBAP48	RBBP4
P18754	RCC1_HUMAN	Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1)	RCC1 CHC1	RCC1
P51151	RAB9A_HUMAN	Ras-related protein Rab-9A	RAB9A RAB9	RAB9A
P62834	RAP1A_HUMAN	Ras-related protein Rap-1A (EC 3.6.5.2) (C21KG) (G-22K) (GTP-binding protein smg p21A) (Ras-related protein Krev-1)	RAP1A KREV1	RAP1A
Q9BWF3	RBM4_HUMAN	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	RBM4 RBM4A	RBM4
Q8WWW0	RASF5_HUMAN	Ras association domain-containing protein 5 (New ras effector 1) (Regulator for cell adhesion and polarization enriched in lymphoid tissues) (RAPL)	RASSF5 NORE1 RAPL	RASSF5
Q8NHQ8	RASF8_HUMAN	Ras association domain-containing protein 8 (Carcinoma-associated protein HOJ-1)	RASSF8 C12orf2	RASSF8
Q15311	RBP1_HUMAN	RalA-binding protein 1 (RalBP1) (76 kDa Ral-interacting protein) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (Ral-interacting protein 1)	RALBP1 RLIP1 RLIP76	RALBP1
O95294	RASL1_HUMAN	RasGAP-activating-like protein 1 (RAS protein activator like 1) (Ras GTPase-activating-like protein)	RASAL1 RASAL	RASAL1
P57771	RGS8_HUMAN	Regulator of G-protein signaling 8 (RGS8)	RGS8	RGS8
Q96PX1	RN157_HUMAN	E3 ubiquitin ligase RNF157 (EC 2.3.2.27) (RING finger protein 157) (RING-type E3 ubiquitin transferase RNF157)	RNF157 KIAA1917	RNF157
Q13156	RFA4_HUMAN	Replication protein A 30 kDa subunit (RP-A p30) (Replication factor A protein 4) (RF-A protein 4)	RPA4	RPA4
A5PLK6	RGSL_HUMAN	Regulator of G-protein signaling protein-like	RGSL1 RGSL RGSL2	RGSL1
A8MT19	RHN2P_HUMAN	Putative rhophilin-2-like protein RHPN2P1 (Rhophilin-2 pseudogene 1)	RHPN2P1	RHPN2P1
Q96A37	RN166_HUMAN	E3 ubiquitin-protein ligase RNF166 (EC 2.3.2.27) (RING finger protein 166) (RING-type E3 ubiquitin transferase RNF166)	RNF166	RNF166
Q5T653	RM02_HUMAN	39S ribosomal protein L2, mitochondrial (L2mt) (MRP-L2) (Mitochondrial large ribosomal subunit protein uL2m)	MRPL2 CGI-22	MRPL2
